No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF,∆ INGRESOS OPERACIONALES 2017-2018,∆ GANANCIA (PERDIDA) 2017-2018,∆ ACTIVOS 2017-2018,∆ TOTAL PASIVOS 2017-2018,∆ TOTAL PATRIMONIO 2017-2018
931,890925108,PAPELES Y CARTONES S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,2872021130.0,315900630.0,3413852570.0,1078645930.0,2335206640.0,2155313300.0,144540350.0,3014134320.0,975507250.0,2038627070.0,NIIF PLENAS-GRUPO 1,716707830.0,171360280.0,399718250.0,103138680.0,296579570.0
933,817000808,TECNOSUR S.A.S,SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,4265311720.0,473756520.0,4219298350.0,999474480.0,3219823870.0,3718601300.0,256057920.0,3772934540.0,1026867190.0,2746067350.0,NIIF PLENAS-GRUPO 1,546710420.0,217698600.0,446363810.0,-27392710.0,473756520.0
935,900341086,Comercial Nutresa S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,COMERCIO,4500804340.0,52631440.0,2490352930.0,2207830070.0,282522860.0,4390207310.0,-44167570.0,2471820100.0,2234863370.0,236956730.0,NIIF PLENAS-GRUPO 1,110597030.0,96799010.0,18532830.0,-27033300.0,45566130.0
937,890936071,AGROPECUARIA SAN FERNANDO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,AMAGA-ANTIOQUIA,C3290 - Otras industrias manufactureras n.c.p.,MANUFACTURA,1442122440.0,112075630.0,1548222310.0,595600740.0,952621570.0,1411777100.0,179326940.0,1528416500.0,605370560.0,923045940.0,NIIF PYMES-GRUPO 2,30345340.0,-67251310.0,19805810.0,-9769820.0,29575630.0
939,860511458,AGROINTEGRAL ANDINA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,2541862560.0,60840640.0,1706867230.0,1091362980.0,615504250.0,903496820.0,21699770.0,708667860.0,561380080.0,147287780.0,NIIF PLENAS-GRUPO 1,1638365740.0,39140870.0,998199370.0,529982900.0,468216470.0
942,800026404,AUTOMOTORES LA FLORESTA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1426430380.0,4083760.0,797891960.0,545677580.0,252214380.0,783565090.0,-957450.0,509698720.0,261568100.0,248130620.0,NIIF PYMES-GRUPO 2,642865290.0,5041210.0,288193240.0,284109480.0,4083760.0
943,890801748,Mabe Colombia S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,C2750 - Fabricación de aparatos de uso doméstico,MANUFACTURA,6285794970.0,-193634390.0,3161652480.0,2225123080.0,936529400.0,7386292950.0,-145798720.0,3791604420.0,2634064130.0,1157540290.0,NIIF PLENAS-GRUPO 1,-1100497980.0,-47835670.0,-629951940.0,-408941050.0,-221010890.0
946,890914525,MINEROS S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,B0722 - Extracción de oro y otros metales preciosos,MINERO-HIDROCARBUROS,4766726290.0,1306412500.0,10092065860.0,1889498420.0,8202567440.0,4291356650.0,1147734800.0,9180480950.0,2073636700.0,7106844250.0,NIIF PLENAS-GRUPO 1,475369640.0,158677700.0,911584910.0,-184138280.0,1095723190.0
947,860002067,PROQUINAL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1399 - Fabricación de otros artículos textiles n.c.p.,MANUFACTURA,2173214080.0,70070200.0,2407710030.0,776293110.0,1631416920.0,2171421150.0,172360690.0,2193363350.0,705394870.0,1487968480.0,NIIF PLENAS-GRUPO 1,1792930.0,-102290490.0,214346680.0,70898240.0,143448440.0
949,860005050,MEXICHEM COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,5216528450.0,303395520.0,4449858040.0,1294590180.0,3155267860.0,4983678110.0,333977170.0,4562679370.0,1374023930.0,3188655440.0,NIIF PLENAS-GRUPO 1,232850340.0,-30581650.0,-112821330.0,-79433750.0,-33387580.0
950,860025674,CARACOL TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6020 - Actividades de programación y transmisión de televisión,SERVICIOS,7980789380.0,684150970.0,13466851530.0,7169090000.0,6297761530.0,7580315340.0,707796580.0,11077180730.0,4782253150.0,6294927580.0,NIIF PLENAS-GRUPO 1,400474040.0,-23645610.0,2389670800.0,2386836850.0,2833950.0
953,800125639,KENWORTH DE LA MONTAÑA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO,1747172550.0,-33903490.0,2831148890.0,1816058910.0,1015089980.0,1505721850.0,-20826630.0,2331404370.0,1423725290.0,907679080.0,NIIF PLENAS-GRUPO 1,241450700.0,-13076860.0,499744520.0,392333620.0,107410900.0
954,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,MANUFACTURA,9887015080.0,-666962310.0,12745230840.0,7880100650.0,4865130190.0,10993111790.0,242455200.0,11732279520.0,5624490060.0,6107789460.0,NIIF PLENAS-GRUPO 1,-1106096710.0,-909417510.0,1012951320.0,2255610590.0,-1242659270.0
955,860002392,MERCK SHARP & DOHME COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,4152078370.0,80462380.0,2927917480.0,1572783220.0,1355134260.0,3623704670.0,140382620.0,2749485470.0,1475811090.0,1273674380.0,NIIF PLENAS-GRUPO 1,528373700.0,-59920240.0,178432010.0,96972130.0,81459880.0
956,860002538,NOVARTIS DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,6824834970.0,226527010.0,4744762640.0,3934721890.0,810040750.0,5703666750.0,-209358060.0,3767995330.0,3177717430.0,590277900.0,NIIF PLENAS-GRUPO 1,1121168220.0,435885070.0,976767310.0,757004460.0,219762850.0
958,811009788,DISTRACOM S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,18510179380.0,380953680.0,9472516510.0,3903953190.0,5568563320.0,16467370790.0,282613730.0,7989991870.0,3610477990.0,4379513880.0,NIIF PLENAS-GRUPO 1,2042808590.0,98339950.0,1482524640.0,293475200.0,1189049440.0
960,900612501,CHM MINERIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,5142119780.0,502804230.0,2259365750.0,1381184630.0,878181120.0,4193750430.0,347192750.0,2398998110.0,1514268080.0,884730030.0,NIIF PLENAS-GRUPO 1,948369350.0,155611480.0,-139632360.0,-133083450.0,-6548910.0
961,811029972,ALIANZA MAYORISTA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,1362141200.0,22193840.0,2562840520.0,2333511530.0,229328990.0,1371881470.0,22971160.0,1818554500.0,1611419340.0,207135160.0,NIIF PYMES-GRUPO 2,-9740270.0,-777320.0,744286020.0,722092190.0,22193830.0
962,900129967,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1639411350.0,134232780.0,8598715720.0,715778870.0,7882936850.0,1419810090.0,1446597730.0,7872014020.0,671226880.0,7200787140.0,NIIF PLENAS-GRUPO 1,219601260.0,-1312364950.0,726701700.0,44551990.0,682149710.0
964,800066199,DIMANTEC LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,MANUFACTURA,1843432000.0,26384880.0,395987950.0,341024660.0,54963290.0,1652117290.0,40237280.0,336610690.0,308032270.0,28578420.0,NIIF PYMES-GRUPO 2,191314710.0,-13852400.0,59377260.0,32992390.0,26384870.0
965,860048867,DISAN COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,2137880490.0,16299460.0,1335516020.0,988742030.0,346773990.0,2133828640.0,-3953220.0,1399733220.0,1101630040.0,298103180.0,NIIF PLENAS-GRUPO 1,4051850.0,20252680.0,-64217200.0,-112888010.0,48670810.0
966,890302955,RECAMIER S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,1741675540.0,93738220.0,1503939910.0,979521700.0,524418210.0,1601747050.0,68659070.0,1355614410.0,923073730.0,432540680.0,NIIF PYMES-GRUPO 2,139928490.0,25079150.0,148325500.0,56447970.0,91877530.0
969,890311875,SCHNEIDER ELECTRIC DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,MANUFACTURA,2642564830.0,-47856980.0,1897197500.0,1479974710.0,99.0,2659487210.0,39365720.0,1946947050.0,1449204790.0,497742260.0,NIIF PLENAS-GRUPO 1,-16922380.0,-87222700.0,-49749550.0,30769920.0,-497742161.0
970,860052634,DISTRIBUIDORA LOS COCHES LA SABANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2804878840.0,-132153430.0,2839283850.0,1918793350.0,920490500.0,2716202040.0,-196371980.0,2303285650.0,1583998300.0,719287350.0,NIIF PLENAS-GRUPO 1,88676800.0,64218550.0,535998200.0,334795050.0,201203150.0
971,890908493,COMESTIBLES DAN SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,1502581060.0,16053360.0,802012500.0,522791720.0,279220780.0,1324725820.0,11040180.0,747172260.0,502560870.0,244611390.0,NIIF PLENAS-GRUPO 1,177855240.0,5013180.0,54840240.0,20230850.0,34609390.0
972,830513729,COMBUSTIBLES DE COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,3461674160.0,61468220.0,1224791670.0,543600710.0,681190960.0,3184953420.0,54224570.0,1140602280.0,450879540.0,689722740.0,NIIF PYMES-GRUPO 2,276720740.0,7243650.0,84189390.0,92721170.0,-8531780.0
975,800121199,HIERROS HB SA,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS-QUEBRADAS-RISARALDA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,1608305110.0,38708000.0,521910230.0,364737280.0,157172950.0,1359854310.0,30703280.0,448148950.0,309301450.0,138847500.0,NIIF PLENAS-GRUPO 1,248450800.0,8004720.0,73761280.0,55435830.0,18325450.0
977,890920304,PepsiCo Alimentos Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,10075199990.0,340584820.0,3946243020.0,2021611890.0,1924631130.0,9372988800.0,266254360.0,4047337680.0,2305503960.0,1741833720.0,NIIF PLENAS-GRUPO 1,702211190.0,74330460.0,-101094660.0,-283892070.0,182797410.0
978,805009691,JGB S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,1606420220.0,-146766310.0,1037933170.0,651087730.0,386845440.0,1794337780.0,61393260.0,1135424430.0,546134850.0,589289580.0,NIIF PYMES-GRUPO 2,-187917560.0,-208159570.0,-97491260.0,104952880.0,-202444140.0
979,830058533,HUNTSMAN COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,1631338080.0,162738420.0,1161493650.0,208947510.0,952546140.0,1562372020.0,69704820.0,1124882380.0,335127800.0,789754580.0,NIIF PLENAS-GRUPO 1,68966060.0,93033600.0,36611270.0,-126180290.0,162791560.0
981,900553170,EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,10791631390.0,358454580.0,10376214530.0,5576227620.0,4799986910.0,10545893190.0,1100604810.0,8436775230.0,4030287340.0,4406487890.0,NIIF PLENAS-GRUPO 1,245738200.0,-742150230.0,1939439300.0,1545940280.0,393499020.0
982,890204797,COMERTEX SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,1445257360.0,25509530.0,1231552710.0,711120930.0,520431780.0,1227895040.0,10197490.0,1140141180.0,623237470.0,516903710.0,NIIF PLENAS-GRUPO 1,217362320.0,15312040.0,91411530.0,87883460.0,3528070.0
983,830025149,MEDTRONIC COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,3341843830.0,21248670.0,5674999910.0,3136819680.0,2538180230.0,1716116420.0,99816000.0,1810950850.0,888391960.0,922558890.0,NIIF PLENAS-GRUPO 1,1625727410.0,-78567330.0,3864049060.0,2248427720.0,1615621340.0
984,830036921,VIDRIO ANDINO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,C2310 - Fabricación de vidrio y productos de vidrio,MANUFACTURA,2517588000.0,297337080.0,4140458590.0,1458536210.0,2681922380.0,2259929960.0,169855830.0,4094857000.0,1699594630.0,2395262370.0,NIIF PLENAS-GRUPO 1,257658040.0,127481250.0,45601590.0,-241058420.0,286660010.0
986,900031088,COMERCIALIZADORA INTERNACIONAL BANAROS UNIDOS DE SANTA MARTA,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,3438936910.0,17854190.0,515434930.0,440818880.0,74616050.0,3320807520.0,-9712990.0,509759780.0,465517000.0,44242780.0,NIIF PLENAS-GRUPO 1,118129390.0,27567180.0,5675150.0,-24698120.0,30373270.0
990,830113831,ALIANSALUD EPS S.A.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,32730942025.0,748334748.0,14269121521.0,11030914902.0,3238206619.0,29593975035.0,483811152.0,1376011620.0,1127024433.0,248987187.0,NIIF PLENAS-GRUPO 1,3136966990.0,264523596.0,12893109901.0,9903890469.0,2989219432.0
991,802023228,CI ECOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,2229082680.0,1957850.0,328059920.0,247351160.0,80708760.0,2035653290.0,2067650.0,285365420.0,206614510.0,78750910.0,NIIF PYMES-GRUPO 2,193429390.0,-109800.0,42694500.0,40736650.0,1957850.0
992,800241958,HEWLETT PACKARD COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,SERVICIOS,2279446090.0,266102880.0,2396453390.0,1456252520.0,940200870.0,2533562940.0,198091170.0,2152389410.0,1478291420.0,674097990.0,NIIF PLENAS-GRUPO 1,-254116850.0,68011710.0,244063980.0,-22038900.0,266102880.0
994,800182330,VALORES Y CONTRATOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,2514237870.0,15642640.0,7215649100.0,4273781590.0,2941867510.0,2552013090.0,62176720.0,7335071470.0,4426846600.0,2908224870.0,NIIF PYMES-GRUPO 2,-37775220.0,-46534080.0,-119422370.0,-153065010.0,33642640.0
995,900497906,PUMA ENERGY COLOMBIA COMBUSTIBLES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,4840141700.0,-56337410.0,1471274890.0,405171360.0,1066103530.0,2955045110.0,-86582310.0,1105886780.0,268892550.0,836994230.0,NIIF PLENAS-GRUPO 1,1885096590.0,30244900.0,365388110.0,136278810.0,229109300.0
996,900203566,ABASTECEMOS DE OCCIDENTE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,1992181210.0,17209110.0,434521190.0,233350590.0,201170600.0,1889975630.0,16009310.0,412489610.0,248535240.0,163954370.0,NIIF PYMES-GRUPO 2,102205580.0,1199800.0,22031580.0,-15184650.0,37216230.0
997,830018214,MPS MAYORISTA DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,6933992980.0,71113150.0,2604283810.0,2328575270.0,275708540.0,6640086870.0,62953660.0,2447456500.0,2191910390.0,255546110.0,NIIF PLENAS-GRUPO 1,293906110.0,8159490.0,156827310.0,136664880.0,20162430.0
998,890205142,DISTRIBUIDORA AVICOLA SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,A0145 - Cría de aves de corral,AGROPECUARIO,3024880620.0,-48978950.0,1377098160.0,1003086700.0,374011460.0,2681959720.0,-136683990.0,1379283970.0,954620490.0,424663480.0,NIIF PLENAS-GRUPO 1,342920900.0,87705040.0,-2185810.0,48466210.0,-50652020.0
1002,800087795,DOW AGROSCIENCES DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,MANUFACTURA,5613831950.0,303160800.0,6980030140.0,5547539410.0,1432490730.0,5687062020.0,415493610.0,5550761190.0,4463544630.0,1087216560.0,NIIF PLENAS-GRUPO 1,-73230070.0,-112332810.0,1429268950.0,1083994780.0,345274170.0
1003,900570964,ULTRACEM SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,"C2394 - Fabricación de cemento, cal y yeso",MANUFACTURA,3251836670.0,-120945130.0,3119029520.0,1510294620.0,1608734900.0,3009374420.0,7637870.0,3222346110.0,2273503850.0,948842260.0,NIIF PLENAS-GRUPO 1,242462250.0,-128583000.0,-103316590.0,-763209230.0,659892640.0
1006,830083619,TALISMAN COLOMBIA OIL & GAS LTD,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1851311620.0,-1824362550.0,7143324220.0,973672040.0,6169652180.0,971173820.0,-580245430.0,8149193280.0,722188080.0,7427005200.0,NIIF PLENAS-GRUPO 1,880137800.0,-1244117120.0,-1005869060.0,251483960.0,-1257353020.0
1007,900311581,MAC CENTER COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,2078586510.0,1905400.0,927051220.0,862447140.0,64604080.0,1713401980.0,5328710.0,771831330.0,709132630.0,62698700.0,NIIF PLENAS-GRUPO 1,365184530.0,-3423310.0,155219890.0,153314510.0,1905380.0
1008,900759679,DISTRIBUIDORA HINO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2061486420.0,91555760.0,1286174640.0,513896770.0,772277870.0,1946436610.0,192839480.0,1359811870.0,679089760.0,680722110.0,NIIF PLENAS-GRUPO 1,115049810.0,-101283720.0,-73637230.0,-165192990.0,91555760.0
1009,900459993,GRUPO ETHUSS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,M7010 - Actividades de administración empresarial,SERVICIOS,3098385580.0,3004948150.0,8127807860.0,1047725890.0,7080081970.0,276306060.0,27519820.0,3627744850.0,1034854660.0,2592890190.0,NIIF PLENAS-GRUPO 1,2822079520.0,2977428330.0,4500063010.0,12871230.0,4487191780.0
1010,860510031,GRUPO ASESORIA EN SISTEMATIZACION DE DATOS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",SERVICIOS,1579861830.0,279804940.0,1867946660.0,537082330.0,1330864330.0,1066868900.0,98173880.0,1707494860.0,590935470.0,1116559390.0,NIIF PYMES-GRUPO 2,512992930.0,181631060.0,160451800.0,-53853140.0,214304940.0
1016,811020804,CONALTURA CONSTRUCCION Y VIVIENDA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,1707848450.0,61901190.0,3932187070.0,3052453550.0,879733520.0,1048733900.0,97728330.0,2802660710.0,1965532540.0,837128170.0,NIIF PLENAS-GRUPO 1,659114550.0,-35827140.0,1129526360.0,1086921010.0,42605350.0
1017,800136561,URBANIZADORA SANTAFE DE BOGOTA URBANSA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,1661962360.0,183898250.0,3509148610.0,2231413520.0,1277735090.0,1252898670.0,118315600.0,2635464220.0,1446207030.0,1189257190.0,NIIF PLENAS-GRUPO 1,409063690.0,65582650.0,873684390.0,785206490.0,88477900.0
1018,800218958,FLEXO SPRING S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,2881033380.0,56839000.0,2455060590.0,1229844640.0,1225215950.0,2675606950.0,51443150.0,2316577200.0,1048231090.0,1268346110.0,NIIF PLENAS-GRUPO 1,205426430.0,5395850.0,138483390.0,181613550.0,-43130160.0
1020,802024439,CARBONES DE LA JAGA S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,B0510 - Extracción de hulla (carbón de piedra),MINERO-HIDROCARBUROS,6797883920.0,322382490.0,11965625390.0,7904925130.0,4060700260.0,4925292290.0,396682640.0,9808290990.0,6427479260.0,3380811730.0,NIIF PLENAS-GRUPO 1,1872591630.0,-74300150.0,2157334400.0,1477445870.0,679888530.0
1021,860024586,PAVIMENTOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,2797622150.0,283357960.0,10664974650.0,5448646430.0,5216328220.0,4359494330.0,642122820.0,11514087650.0,6431117390.0,5082970260.0,NIIF PLENAS-GRUPO 1,-1561872180.0,-358764860.0,-849113000.0,-982470960.0,133357960.0
